ID,Class of Spike-Binding Protein,Spike-Binding Protein,Barnes Class,Chains (If Combination),Complex Name,Resolution,Title,Released,DOI,Notes
7DK7,Antibody,2H2,2,,7DK7_1;7DK7_2;7DK7_3,9.7,"S-2H2-F3b structure, three RBDs are up and each RBD binds with a 2H2 Fab.",12/2/2020,10.1038/s41467-020-20465-w,
7DPM,Antibody,MW06,4,,7DPM_1;7DPM_2;7DPM_3;7DPM_4,3.304,Crystal structure of SARS-CoV-2 Spike RBD in complex with MW06 Fab,2/17/2021,10.1080/19420862.2021.1953683,
7DX4,Antibody,FC08,3,,7DX4_1,3.6,The structure of FC08 Fab-hA.CE2-RBD complex,4/21/2021,,
7DZX,Antibody,8D2,,,7DZX_1,3.53,Spike protein from SARS-CoV2 with Fab fragment of enhancing antibody 8D2,6/2/2021,10.1016/j.cell.2021.05.032,
7DZY,Antibody,2490,,,7DZY_1;7DZY_2;7DZY_3,3.6,Spike protein from SARS-CoV2 with Fab fragment of enhancing antibody 2490,6/2/2021,10.1016/j.cell.2021.05.032,
7.00E+23,Antibody,CA521,2,,7E23_1,3.3,SARS-CoV-2 spike in complex with the CA521 neutralizing antibody Fab (focused refinement on Fab-RBD),5/5/2021,10.1038/s42003-021-02029-w,
7.00E+39,Antibody,Ab4,,,7E39_1,3.7,SARS-CoV-2 spike in complex with the Ab4 neutralizing antibody (State 3),9/1/2021,10.1038/s41421-021-00292-z,
7E3B,Antibody,Ab5,,,7E3B_1,4.2,SARS-Cov-2 spike in complex with the Ab5 neutralizing antibody (focused refinement on Fab-RBD),9/1/2021,10.1038/s41421-021-00292-z,
7E3C,Antibody,Ab1,,,7E3C_1,4.2,SARS-CoV-2 spike in complex with the Ab1 neutralizing antibody (focused refinement on Fab-RBD),9/1/2021,10.1038/s41421-021-00292-z,
7E3K,Antibody,13G9,2,,7E3K_1;7E3K_2;7E3K_3,3.9,Ultrapotent SARS-CoV-2 neutralizing antibodies with protective efficacy against newly emerged mutational variants,9/15/2021,,
7E3L,Antibody,58G6,2,,7E3L_1;7E3L_2;7E3L_3,3.6,Ultrapotent SARS-CoV-2 neutralizing antibodies with protective efficacy against newly emerged mutational variants,9/15/2021,,
7E3O,Antibody,nCoV617,,,7E3O_1,2.51,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody nCoV617,9/15/2021,,
7E5O,Antibody,NT-193,,,7E5O_1,2.8,Crystal structure of SARS-CoV-2 RBD in complex with antibody NT-193,9/8/2021,,
7E5R,Antibody,FC05,,"Q,P,R,S,W,X",7E5R_2;7E5R_4;7E5R_9,"3.6, 3.6",SARS-CoV-2 S trimer with three-antibody cocktail complex,10/13/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5R,Antibody,H014,4,"D,E,H,L,N,O",7E5R_1;7E5R_5;7E5R_7,"3.6, 3.6",SARS-CoV-2 S trimer with three-antibody cocktail complex,10/13/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5R,Antibody,P17,2,"I,K,M,T,U,V",7E5R_3;7E5R_6;7E5R_8,"3.6, 3.6",SARS-CoV-2 S trimer with three-antibody cocktail complex,10/13/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5S,Antibody,FC05,,"N,Q,P,S,U,V",7E5S_2;7E5S_3;7E5S_6,"3.6, 3.6",SARS-CoV-2 S trimer with four-antibody cocktail complex,11/17/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5S,Antibody,H014,4,"D,E,H,L",7E5S_5;7E5S_7,"3.6, 3.6",SARS-CoV-2 S trimer with four-antibody cocktail complex,11/17/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5S,Antibody,HB27,2,"O,R",7E5S_1,"3.6, 3.6",SARS-CoV-2 S trimer with four-antibody cocktail complex,11/17/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5S,Antibody,P17,2,"I,J,K,T",7E5S_4;7E5S_8,"3.6, 3.6",SARS-CoV-2 S trimer with four-antibody cocktail complex,11/17/2021,10.1038/s41422-021-00497-7,Mutant Spike
7E5Y,Antibody,2B11,1,,7E5Y_1;7E5Y_2,3.59,Molecular basis for neutralizing antibody 2B11 targeting SARS-CoV-2 RBD,6/23/2021,,
7E7X,Antibody,N11,,,7E7X_1;7E7X_2,2.78,SARS-CoV-2 Spike Protein N terminal domain in Complex with N11 Fab,6/9/2021,10.1038/s41422-021-00514-9,
7E7Y,Antibody,BD-623,2,,7E7Y_1;7E7Y_2,2.41,Crystal structure of the SARS-CoV-2 S RBD in complex with BD-623 Fab,6/9/2021,10.1038/s41422-021-00514-9,
7.00E+86,Antibody,BD-508,,,7E86_1,2.9,Crystal structure of the SARS-CoV-2 S RBD in complex with BD-508 Fab,6/9/2021,10.1038/s41422-021-00514-9,
7.00E+88,Antibody,BD-515,,,7E88_1;7E88_2;7E88_3;7E88_4,3.14,Crystal structure of the SARS-CoV-2 S RBD in complex with BD-515 Fab,6/9/2021,10.1038/s41422-021-00514-9,
7E8C,Antibody,604,,"D,E,N,O,P,Q",7E8C_3;7E8C_5;7E8C_7,3.16,SARS-CoV-2 S-6P in complex with 9 Fabs,6/9/2021,10.1038/s41422-021-00514-9,Mutant Spike
7E8C,Antibody,368-2,,"a,I,J,K,M,Z",7E8C_1;7E8C_4;7E8C_8,3.16,SARS-CoV-2 S-6P in complex with 9 Fabs,6/9/2021,10.1038/s41422-021-00514-9,Mutant Spike
7E8C,Antibody,N9,,"H,L,S,T,U,V",7E8C_2;7E8C_6;7E8C_9,3.16,SARS-CoV-2 S-6P in complex with 9 Fabs,6/9/2021,10.1038/s41422-021-00514-9,Mutant Spike
7E8F,Antibody,N9,,,7E8F_1;7E8F_2;7E8F_3,3.18,SARS-CoV-2 NTD in complex with N9 Fab,6/9/2021,10.1038/s41422-021-00514-9,
7E8M,Antibody,P2C-1F11,1,,7E8M_1,2.09,Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD,5/26/2021,,Mutated RBD
7EAM,Antibody,7D6,3,,7EAM_1;7EAM_2,1.4,immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 7D6,3/17/2021,,
7EAN,Antibody,6D6,3,,7EAN_1,1.91,immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 6D6,3/31/2021,10.1038/s41467-021-25997-3,
7EH5,Antibody,RBD-chAb15,4,"D,E,F,O,P,Q",7EH5_2;7EH5_3;7EH5_5,4,"Cryo-EM structure of SARS-CoV-2 S-D614G variant in complex with neutralizing antibodies, RBD-chAb15 and RBD-chAb45",9/1/2021,10.1038/s41594-021-00652-z,
7EH5,Antibody,RBD-chAb45,,"H,I,J,L,M,N",7EH5_1;7EH5_4;7EH5_6,4,"Cryo-EM structure of SARS-CoV-2 S-D614G variant in complex with neutralizing antibodies, RBD-chAb15 and RBD-chAb45",9/1/2021,10.1038/s41594-021-00652-z,
7EJ4,Antibody,RBD-chAb-25,,,7EJ4_1;7EJ4_2;7EJ4_3,3.6,Cryo-EM structure of SARS-CoV-2 spike in complex with a neutralizing antibody RBD-chAb-25,6/23/2021,,
7EJ5,Antibody,RBD-chAb-45,,,7EJ5_1;7EJ5_2;7EJ5_3,3.5,Cryo-EM structure of SARS-CoV-2 spike in complex with a neutralizing antibody RBD-chAb-45,6/23/2021,,
7EY0,Antibody,BD-744,3,"A,B",7EY0_2,3.2,Local CryoEM structure of the SARS-CoV-2 S6PV2 in complex with BD-813 Fab and BD-744 Fab,9/8/2021,10.1038/s41422-021-00555-0,
7EY0,Antibody,BD-813,1,"H,L",7EY0_1,3.2,Local CryoEM structure of the SARS-CoV-2 S6PV2 in complex with BD-813 Fab and BD-744 Fab,9/8/2021,10.1038/s41422-021-00555-0,
7EY4,Antibody,BD-667,3,,7EY4_1,"3.69, 3.69",Local CryoEM of the SARS-CoV-2 S6PV2 in complex with BD-667,9/8/2021,10.1038/s41422-021-00555-0,
7EY5,Antibody,BD-771,2,"H,L",7EY5_2,3.4,Local CryoEM structure of the SARS-CoV-2 S6PV2 in complex with BD-771 Fab and BD-821 Fab,9/8/2021,10.1038/s41422-021-00555-0,
7EY5,Antibody,BD-821,3,"B,C",7EY5_1,3.4,Local CryoEM structure of the SARS-CoV-2 S6PV2 in complex with BD-771 Fab and BD-821 Fab,9/8/2021,10.1038/s41422-021-00555-0,
7EYA,Antibody,BD-804,3,,7EYA_1,3.77,Local CryoEM structure of the SARS-CoV-2 S6PV2 in complex with BD-804 Fab,9/8/2021,10.1038/s41422-021-00555-0,
7EZV,Antibody,BD-812,3,,7EZV_1;7EZV_2,3.3,local CryoEM structure of the SARS-CoV-2 S6PV2 in complex with BD-812 Fab and BD-836 Fab,9/8/2021,10.1038/s41422-021-00555-0,
7F62,Antibody,chAb-25,,,7F62_1,3.6,Cryo-EM structure of SARS-CoV-2 spike in complex with a neutralizing antibody chAb-25 (Focused refinement of S-RBD and chAb-25 region),8/4/2021,,
7F63,Antibody,chAb-45,,,7F63_1,3.9,Cryo-EM structure of SARS-CoV-2 spike in complex with a neutralizing antibody chAb-45 (Focused refinement of S-RBD and chAb-45 region),8/4/2021,,
7FG2,Nanobody/Sybody,K-874A VHH,,,7FG2_1,4.4,"Minor cryo-EM structure of S protein trimer of SARS-CoV2 with K-874A VHH, composite map",9/29/2021,,
7FG3,Nanobody/Sybody,K-874 VHH,,,7FG3_1,3.9,"Major cryo-EM structure of S protein trimer of SARS-CoV2 with K-874, composite map",9/29/2021,,
7JMO,Antibody,COVA2-04,1,,7JMO_1,2.359,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody COVA2-04,8/26/2020,10.1101/2020.07.26.222232,
7JMP,Antibody,COVA2-39,2,,7JMP_1,1.712,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody COVA2-39,8/26/2020,10.1101/2020.07.26.222232,
7JMW,Antibody,COVA1-16,4,,7JMW_1,2.89,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with cross-neutralizing antibody COVA1-16 Fab,10/14/2020,10.1101/2020.08.02.233536,
7JV2,Antibody,S2H13,2,,7JV2_1,3.5,SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody Fab fragment (local refinement of the receptor-binding motif and Fab variable domains),10/14/2020,10.1016/j.cell.2020.09.037,
7JV4,Antibody,S2H13,2,,7JV4_1;7JV4_2;7JV4_3,3.4,SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (one RBD open),10/14/2020,10.1016/j.cell.2020.09.037,
7JV6,Antibody,S2H13,2,,7JV6_1;7JV6_2;7JV6_3,3,SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (closed conformation),10/14/2020,10.1016/j.cell.2020.09.037,
7JVA,Antibody,S2A4,4,,7JVA_1,3.6,SARS-CoV-2 spike in complex with the S2A4 neutralizing antibody Fab fragment (local refinement of the receptor-binding domain and Fab variable domains),10/14/2020,10.1016/j.cell.2020.09.037,
7JVB,Nanobody/Sybody,Nb20,2,,7JVB_1;7JVB_2,3.287,Crystal structure of the SARS-CoV-2 spike receptor-binding domain (RBD) with nanobody Nb20,12/2/2020,10.1126/science.abe4747,
7JVC,Antibody,S2A4,4,,7JVC_1;7JVC_2;7JVC_3,3.3,SARS-CoV-2 spike in complex with the S2A4 neutralizing antibody Fab fragment,10/14/2020,10.1016/j.cell.2020.09.037,
7JW0,Antibody,S304,4,,7JW0_1;7JW0_2;7JW0_3,4.3,SARS-CoV-2 spike in complex with the S304 neutralizing antibody Fab fragment,10/14/2020,10.1016/j.cell.2020.09.037,
7JWB,Nanobody/Sybody,VH3 B01,,,7JWB_1;7JWB_2;7JWB_3,"6, 3.2",SARS CoV2 Spike ectodomain with engineered trimerized VH binder,10/7/2020,10.1038/s41589-020-00679-1,Not referred to as nanboody but seems like human-derived nanobody.
7JX3,Antibody,S2H14,2,"C,D",7JX3_1,2.65,Mapping neutralizing and immunodominant sites on the SARS-CoV-2 spike receptor-binding domain by structure-guided high-resolution serology,10/14/2020,10.1016/j.cell.2020.09.037,
7JX3,Antibody,S304,4,"H,L",7JX3_3,2.65,Mapping neutralizing and immunodominant sites on the SARS-CoV-2 spike receptor-binding domain by structure-guided high-resolution serology,10/14/2020,10.1016/j.cell.2020.09.037,
7JX3,Antibody,S309,3,"A,B",7JX3_2,2.65,Mapping neutralizing and immunodominant sites on the SARS-CoV-2 spike receptor-binding domain by structure-guided high-resolution serology,10/14/2020,10.1016/j.cell.2020.09.037,
7JZL,Other,LCB1,2,,7JZL_1;7JZL_2;7JZL_3,2.7,SARS-CoV-2 spike in complex with LCB1 (2RBDs open),9/23/2020,10.1126/science.abd9909,Protein Inhibitor
7JZM,Other,LCB3,2,,7JZM_1,3.5,SARS-CoV-2 spike in complex with LCB3 (local refinement of the RBD and LCB3),9/23/2020,10.1126/science.abd9909,Protein Inhibitor
7JZN,Other,LCB3,2,,7JZN_1;7JZN_2;7JZN_3,3.1,SARS-CoV-2 spike in complex with LCB3 (2RBDs open),9/23/2020,10.1126/science.abd9909,Protein Inhibitor
7JZU,Other,LCB1,2,,7JZU_1,3.1,SARS-CoV-2 spike in complex with LCB1 (local refinement of the RBD and LCB1),9/23/2020,10.1126/science.abd9909,Protein Inhibitor
7K43,Antibody,S2M11,2,,7K43_1;7K43_2;7K43_3,2.6,SARS-CoV-2 spike in complex with the S2M11 neutralizing antibody Fab fragment,10/7/2020,10.1126/science.abe3354,
7K45,Antibody,S2E12,1,,7K45_1,3.7,SARS-CoV-2 spike in complex with the S2E12 neutralizing antibody Fab fragment (local refinement of the RBD and Fab variable domains),10/7/2020,10.1126/science.abe3354,
7K4N,Antibody,S2E12,1,,7K4N_1;7K4N_2;7K4N_3,3.3,SARS-CoV-2 spike in complex with the S2E12 neutralizing antibody Fab fragment,10/7/2020,10.1126/science.abe3354,
7K8M,Antibody,C102,1,,7K8M_1,3.2,"Structure of the SARS-CoV-2 receptor binding domain in complex with the human neutralizing antibody Fab fragment, C102",10/21/2020,10.1038/s41586-020-2852-1,
7K8S,Antibody,C002,2,,7K8S_1;7K8S_2;7K8S_3,3.4,"Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C002 (state 1)",10/21/2020,10.1038/s41586-020-2852-1,
7K8T,Antibody,C002,2,,7K8T_1;7K8T_2;7K8T_3,3.4,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, C002 (State 2)",10/21/2020,10.1038/s41586-020-2852-1,
7K8U,Antibody,C104,2,,7K8U_1,3.8,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, C104",10/21/2020,10.1038/s41586-020-2852-1,
7K8V,Antibody,C110,3,,7K8V_1;7K8V_2,3.8,"Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C110",10/21/2020,10.1038/s41586-020-2852-1,
7K8W,Antibody,C119,3,,7K8W_1;7K8W_2,3.6,"Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C119",10/21/2020,10.1038/s41586-020-2852-1,
7K8X,Antibody,C121,2,,7K8X_1;7K8X_2,"3.9, 3.9","Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C121 (State 1)",10/21/2020,10.1038/s41586-020-2852-1,
7K8Y,Antibody,C121,2,,7K8Y_1,"4.4, 4.4","Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C121 (State 2)",10/21/2020,10.1038/s41586-020-2852-1,
7K8Z,Antibody,C135,3,,7K8Z_1;7K8Z_2,3.5,"Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C135",10/21/2020,10.1038/s41586-020-2852-1,
7K90,Antibody,C144,2,,7K90_1;7K90_2;7K90_3,3.24,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, C144",10/21/2020,10.1038/s41586-020-2852-1,
7K9H,Antibody,2B04,2,,7K9H_1;7K9H_2,3.2,"SARS-CoV-2 Spike in complex with neutralizing Fab 2B04 (one up, two down conformation)",9/29/2021,10.1016/j.celrep.2021.109881,
7K9I,Antibody,2B04,2,,7K9I_1,3.3,SARS-CoV-2 Spike RBD in complex with neutralizing Fab 2B04 (local refinement),9/29/2021,10.1016/j.celrep.2021.109881,
7K9J,Antibody,2H04,3,,7K9J_1;7K9J_2;7K9J_3,3,SARS-CoV-2 Spike in complex with neutralizing Fab 2H04 (three down conformation),9/29/2021,10.1016/j.celrep.2021.109881,
7K9K,Antibody,2H04,3,,7K9K_1,3.14,SARS-CoV-2 Spike RBD in complex with neutralizing Fab 2H04 (local refinement),9/29/2021,10.1016/j.celrep.2021.109881,
7K9Z,Antibody,52,3,"H,L",7K9Z_1,2.95,Crystal structure of SARS-CoV-2 receptor binding domain in complex with the Fab fragments of neutralizing antibodies 298 and 52,10/28/2020,10.1038/s41467-021-23825-2,
7K9Z,Antibody,298,2,"A,B",7K9Z_2,2.95,Crystal structure of SARS-CoV-2 receptor binding domain in complex with the Fab fragments of neutralizing antibodies 298 and 52,10/28/2020,10.1038/s41467-021-23825-2,
7KFV,Antibody,C1A-B12,1,,7KFV_1;7KFV_2;7KFV_3,2.102,Structural basis for a germline-biased antibody response to SARS-CoV-2 (RBD:C1A-B12 Fab),12/2/2020,10.1101/2020.11.13.381533,
7KFW,Antibody,C1A-B3,1,,7KFW_1;7KFW_2;7KFW_3,2.792,Structural basis for a germline-biased antibody response to SARS-CoV-2 (RBD:C1A-B3 Fab),12/2/2020,10.1101/2020.11.13.381533,
7KFX,Antibody,C1A-C2,1,,7KFX_1,2.226,Structural basis for a germline-biased antibody response to SARS-CoV-2 (RBD:C1A-C2 Fab),12/2/2020,10.1101/2020.11.13.381533,
7KFY,Antibody,C1A-F10,1,,7KFY_1,2.157,Structural basis for a germline-biased antibody response to SARS-CoV-2 (RBD:C1A-F10 Fab),12/2/2020,10.1101/2020.11.13.381533,
7KGJ,Nanobody/Sybody,Sb45,2,,7KGJ_1,2.3,Crystal structure of synthetic nanobody (Sb45) complexes with SARS-CoV-2 receptor binding domain,2/3/2021,10.1016/j.jbc.2021.101202,
7KGK,Nanobody/Sybody,Sb16,,,7KGK_1,2.6,Crystal structure of synthetic nanobody (Sb16) complexes with SARS-CoV-2 receptor binding domain,2/3/2021,10.1016/j.jbc.2021.101202,
7KKK,Antibody,Nb6,2,,7KKK_1;7KKK_2;7KKK_3,3.03,SARS-CoV-2 Spike in complex with neutralizing nanobody Nb6,11/11/2020,10.1126/science.abe3255,
7KKL,Antibody,mNb6,2,,7KKL_1;7KKL_2;7KKL_3,2.85,SARS-CoV-2 Spike in complex with neutralizing nanobody mNb6,11/11/2020,10.1126/science.abe3255,
7KL9,Other,CTC-445.2,,,7KL9_1;7KL9_2;7KL9_3,4.1,"Structure of the SARS-CoV-2 S 6P trimer in complex with the ACE2 protein decoy, CTC-445.2 (State 4)",11/11/2020,10.1126/science.abe0075,
7KLG,Antibody,15033,2,,7KLG_1;7KLG_2,3.2,SARS-CoV-2 RBD in complex with Fab 15033,2/10/2021,10.1016/j.jmb.2021.167177,
7KLH,Antibody,15033-7,2,,7KLH_1;7KLH_2,3,SARS-CoV-2 RBD in complex with Fab 15033-7,2/10/2021,10.1016/j.jmb.2021.167177,
7KLW,Nanobody/Sybody,Sb45,2,B,7KLW_2,2.6,Crystal structure of synthetic nanobody (Sb45+Sb68) complexes with SARS-CoV-2 receptor binding domain,2/3/2021,10.1016/j.jbc.2021.101202,
7KLW,Nanobody/Sybody,Sb68,,C,7KLW_1,2.6,Crystal structure of synthetic nanobody (Sb45+Sb68) complexes with SARS-CoV-2 receptor binding domain,2/3/2021,10.1016/j.jbc.2021.101202,
7KM5,Nanobody/Sybody,Nanosota-1,,,7KM5_1;7KM5_2,3.19,Crystal structure of SARS-CoV-2 RBD complexed with Nanosota-1,8/4/2021,,
7KMG,Antibody,LY-CoV555,2,,7KMG_1;7KMG_2,2.16,LY-CoV555 neutralizing antibody against SARS-CoV-2,1/27/2021,10.1126/scitranslmed.abf1906,
7KMH,Antibody,LY-CoV488,1,,7KMH_1,1.72,LY-CoV488 neutralizing antibody against SARS-CoV-2,1/27/2021,10.1126/scitranslmed.abf1906,
7KMI,Antibody,LY-CoV481,1,,7KMI_1,1.73,LY-CoV481 neutralizing antibody against SARS-CoV-2,1/27/2021,10.1126/scitranslmed.abf1906,
7KMK,Antibody,15033-7,2,,7KMK_1;7KMK_2,4.2,"cryo-EM structure of SARS-CoV-2 spike in complex with Fab 15033-7, two RBDs bound",2/10/2021,10.1016/j.jmb.2021.167177,
7KML,Antibody,15033-7,2,,7KML_1;7KML_2;7KML_3,3.8,"cryo-EM structure of SARS-CoV-2 spike in complex with Fab 15033-7, three RBDs bound",2/10/2021,10.1016/j.jmb.2021.167177,
7KN3,Antibody,S-B8,,,7KN3_1;7KN3_2,2.251,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain complexed with a pre-pandemic antibody S-B8 Fab,9/22/2021,10.1002/advs.202102181,
7KN4,Antibody,S-E6,,,7KN4_1;7KN4_2,2.7,Crystal structure of SARS-CoV-2 spike protein receptor-binding domain complexed with a pre-pandemic antibody S-E6 Fab,9/22/2021,10.1002/advs.202102181,
7KN5,Nanobody/Sybody,VHH E,1,"C,D",7KN5_1;7KN5_4,1.87,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U,1/20/2021,10.1126/science.abe6230,
7KN5,Nanobody/Sybody,VHH U,,"E,F",7KN5_2;7KN5_3,1.87,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U,1/20/2021,10.1126/science.abe6230,
7KN6,Antibody,CC12.3,1,"H,L",7KN6_1,2.55,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobody VHH V and antibody Fab CC12.3,1/20/2021,10.1126/science.abe6230,
7KN6,Nanobody/Sybody,VHH V,,C,7KN6_2,2.55,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobody VHH V and antibody Fab CC12.3,1/20/2021,10.1126/science.abe6230,
7KN7,Antibody,CC12.3,1,"H,L",7KN7_1,2.73,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobody VHH W and antibody Fab CC12.3,1/20/2021,10.1126/science.abe6230,
7KN7,Nanobody/Sybody,VHH W,,B,7KN7_2,2.73,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobody VHH W and antibody Fab CC12.3,1/20/2021,10.1126/science.abe6230,
7KQE,Antibody,3D11,1,,7KQE_1;7KQE_2;7KQE_3,2.88,SARS-CoV-2 spike glycoprotein:Fab 3D11 complex,5/26/2021,10.1016/j.cell.2021.04.033,
7KS9,Antibody,910-30,1,,7KS9_1,4.75,Cryo-EM structure of prefusion SARS-CoV-2 spike glycoprotein in complex with 910-30 Fab,2/10/2021,10.1101/2020.12.31.424987,
7KSG,Nanobody/Sybody,VHH E,1,,7KSG_1;7KSG_2;7KSG_3,3.33,SARS-CoV-2 spike in complex with nanobodies E,1/20/2021,10.1126/science.abe6230,
7KXJ,Antibody,15033-7,2,,7KXJ_1;7KXJ_2;7KXJ_3,6.4,"SARS-CoV-2 spike protein in complex with Fab 15033-7, 3-""up"", asymmetric",2/3/2021,10.1016/j.jmb.2021.167177,
7KXK,Antibody,15033-7,2,,7KXK_1;7KXK_2;7KXK_3,5,"SARS-CoV-2 spike protein in complex with Fab 15033-7, 2-""up""-1-""down"" conformation",2/3/2021,10.1016/j.jmb.2021.167177,
7KZB,Antibody,CR3014-C8,4,"H,L",7KZB_2,2.83,Potent SARS-CoV-2 binding and neutralization through maturation of iconic SARS-CoV-1antibodies,2/3/2021,10.1080/19420862.2021.1922134,
7KZB,Antibody,CR3022-B6,2,"A,B",7KZB_1,2.83,Potent SARS-CoV-2 binding and neutralization through maturation of iconic SARS-CoV-1antibodies,2/3/2021,10.1080/19420862.2021.1922134,
7L02,Antibody,2G12,,,7L02_1,3.2,Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to one copy of domain-swapped antibody 2G12,12/30/2020,10.1016/j.cell.2021.04.042,
7L06,Antibody,2G12,,,7L06_1;7L06_2,3.3,Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to two copies of domain-swapped antibody 2G12,12/30/2020,10.1016/j.cell.2021.04.042,
7L09,Antibody,2G12,,,7L09_1,3.1,Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound domain-swapped antibody 2G12 from masked 3D refinement,12/30/2020,10.1016/j.cell.2021.04.042,
7L0N,Antibody,S304,4,"H,L,M,N",7L0N_2;7L0N_3,2.78,Circulating SARS-CoV-2 spike N439K variants maintain fitness while evading antibody-mediated immunity,2/17/2021,10.1016/j.cell.2021.01.037,Mutant Spike; ACE2 Included
7L0N,Antibody,S309,3,"A,B,C,D",7L0N_1;7L0N_4,2.78,Circulating SARS-CoV-2 spike N439K variants maintain fitness while evading antibody-mediated immunity,2/17/2021,10.1016/j.cell.2021.01.037,
7L2C,Antibody,15-Feb,,,7L2C_1;7L2C_2,3.65,Crystallographic structure of neutralizing antibody 2-51 in complex with SARS-CoV-2 spike N-terminal domain (NTD),2/10/2021,10.1016/j.chom.2021.03.005,
7L2D,Antibody,Jan-87,,,7L2D_1,3.55,Cryo-EM structure of NTD-directed neutralizing antibody 1-87 in complex with prefusion SARS-CoV-2 spike glycoprotein,3/24/2021,10.1016/j.chom.2021.03.005,
7L2E,Antibody,18-Apr,,,7L2E_1;7L2E_2;7L2E_3,2.97,Cryo-EM structure of NTD-directed neutralizing antibody 4-18 in complex with prefusion SARS-CoV-2 spike glycoprotein,3/24/2021,10.1016/j.chom.2021.03.005,
7L2F,Antibody,24-May,,,7L2F_1;7L2F_2;7L2F_3,3.9,Cryo-EM structure of NTD-directed neutralizing antibody 5-24 in complex with prefusion SARS-CoV-2 spike glycoprotein,3/24/2021,10.1016/j.chom.2021.03.005,
7L3N,Antibody,LY-CoV555,2,,7L3N_1,3.27,SARS-CoV 2 Spike Protein bound to LY-CoV555,2/3/2021,10.1101/2020.09.30.318972,
7L56,Antibody,Feb-43,,,7L56_1;7L56_2;7L56_3,3.6,Cryo-EM structure of the SARS-CoV-2 spike glycoprotein bound to Fab 2-43,4/14/2021,10.1016/j.celrep.2021.108950,
7L57,Antibody,15-Feb,,,7L57_1,5.87,Cryo-EM structure of the SARS-CoV-2 spike glycoprotein bound to Fab 2-15,4/14/2021,10.1016/j.celrep.2021.108950,
7L58,Antibody,H4,2,,7L58_1,5.07,Cryo-EM structure of the SARS-CoV-2 spike glycoprotein bound to Fab H4,4/14/2021,10.1016/j.celrep.2021.108950,
7L5B,Antibody,15-Feb,,,7L5B_1,3.18,Crystallographic structure of neutralizing antibody 2-15 in complex with SARS-CoV-2 spike receptor-binding Domain (RBD).,2/10/2021,10.1016/j.celrep.2021.108950,
7L7D,Antibody,AZD8895,,,7L7D_1,2.5,Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibody AZD8895,9/1/2021,,
7L7E,Antibody,AZD1061,,"C,D,E,F,M,N,O,P",7L7E_1;7L7E_4;7L7E_6;7L7E_8,3,Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061,9/1/2021,,
7L7E,Antibody,AZD8895,,"A,B,H,I,J,L,T,U",7L7E_2;7L7E_3;7L7E_5;7L7E_7,3,Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061,9/1/2021,,
7LAA,Antibody,DH1041,2,,7LAA_1,3.42,Structure of SARS-CoV-2 S protein in complex with Receptor Binding Domain antibody DH1041,3/17/2021,10.1016/j.cell.2021.06.021,
